slug,description
10-2-inch-handcrafts-brass-panchmukhi-hanuman-standing-statue,"Item Name : Standing Panchmukhi Hanuman Idol. Material: The Bajrangbali is made from High Quality Brass Material. Size/ Dimension: Height: 26 cm, Base Dia: 10 cm Weight: 2740 gram About Product: Five Faces of Hanuman are Varah, Garun, Narasimha, Hayagriva and hanuman itself. All of these are incarnation of Lord Vishnu. Lord hanuman take panchmukhi avtar to kill Ahiravana. That's why lord hanuman is Panchmukhi form considered as good luck, Prosperity and wisdom. Panchmukhi hanuman at the entrance of home attracts happiness. Hanuman statue idol Pital Bajranbali Murti is symbol of balanced Life, Happiness and peace in relationship which made from Virgin Quality Brass for long lasting use. Handmade product from the Artisanship of India's Craftsman with Using Modern Style. Perfect to gift in Anniversary, Wedding, Reception, Office party, house warming party gift, home inauguration gift, return gift idea. Brass Panchmukhi Hanuman Idol | Puja Room Decor | Brass Gift Item for Housewarming | Brass Standing Panchmukhi Hanuman Idol | Antique Finish Brass Hanuman Idol | Brass Idol | Panchmukhi Hanuman Brass Idol for Temple Decor |"
10-2-inch-lord-ganesha-ganpati-religious-brass-idol,"Item Name : 10.2 Inch Lord Ganesha Ganpati Religious Brass Idol Material : The Vinayak Idol is made from Pure Brass Virgin Material. Size/ Dimension : Height: 26 cm, Length: 19.5 cm Weight : 5250 Grams (Approx) About Product: Lord Ganesha, also known as Ganapati or Vinayaka, one of the most beloved gods in India. As the god of new beginnings and the remover of obstacles, people pray to him at the start of new projects. Lord Ganesh, Ganpati, is known for Blessing Good Health and Wealth. The Idol is made from premium-quality material for long-lasting use. Handmade product from the Artisanship of India's Craftsman Using Modern Style. Brass Ganesh Statue | Ganesh Brass Idol | Ganesh Brass Murti | Ganpati Statue | Brass Ganesh | Lord Ganesha Idol for Home | Brass Lord Ganesha Idol | Brass Ganesh idol for Home Temple | Brass Gift Item for Housewarming | Premium Brass Idol for Sale | Handmade Brass Ganesh Idol | Antique Finish Ganesh Idol |"
10-5-inch-brass-krishna-with-cow-and-flute-idol,"Item Name : Brass Krishna With Cow And Flute Idol Material: Made With Virgin Quality of Brass. Dimension: Height: 26.67 cm (10.5 Inch), Width: 18.41 cm (7.25 Inch), Length: 7.62 cm (3 Inch) Weight: 3315 Gram (approx). About Product: SATVIK's Brass Krishna Idol Pital Krishna Murti is symbol of Love, Happiness and peace in relationship which made from Virgin Quality Brass for long lasting use. Handmade product from the Artisanship of India's Craftsman with Using Modern Style. Perfect to gift in Anniversary, Wedding, Reception, Office party, house warming party gift, home inauguration gift, return gift idea. Brass Krishna flute statue | Krishna Idol for Home temple | Brass Lord Krishna Idol | Puja Room Decor | Krishna Statue with Flute | Handcrafted Brass Krishna Statue | Brass Lord Krishna with Cow Statue |"
10-5-inch-embossed-kerala-chandarbalyam-brass-diya,"Item Name: Handicrafts Chandarbalyam Inauguration Brass Diya 10.5 Inch Material: Made of Virgin Quality Brass Dimensions: Height: 26.67 cm Weight: 330 Grams (Each) About Product: Introducing the Handicrafts Chandarbalyam Inauguration Brass Diya, an exquisite masterpiece available exclusively at Satvikstore.in. This diya lamp showcases the perfect blend of craftsmanship and tradition, radiating elegance and auspiciousness for various occasions. Crafted with utmost care, this brass diya lamp is a symbol of artistry and spirituality, making it ideal for inaugurations and pooja samarohs. Its intricate design and traditional craftsmanship add a touch of grandeur to any setting, illuminating auspicious events with grace and blessings. As a Kutthu Villaku Diya Lamp, it exudes warmth and spirituality, perfect for adorning the main entrance of your home or event venue. The radiant glow from this diya lamp welcomes guests with a divine ambiance, creating an atmosphere of grace and positivity. During Diwali celebrations, this Brass Diya Lamp becomes an integral part of your decor, infusing your home with the festive spirit and symbolizing prosperity. Its presence adds charm and elegance to the festive atmosphere, making it a cherished item for your Diwali decor. For Mahayags and spiritual gatherings, the Handicrafts Chandarbalyam Inauguration Brass Diya represents divine blessings and spiritual enlightenment. Inspired by the tales of the Mahabharata era, this diya lamp reflects the rich cultural heritage of India. Its timeless appeal and authentic design pay homage to traditional artistry passed down through generations. Embrace tradition and elevate the ambiance of your living spaces with the Handicrafts Chandarbalyam Inauguration Brass Diya from Satvikstore.in. Illuminate your life with this enchanting symbol of elegance and spirituality, exclusively available at Satvikstore.in. Let its divine glow infuse your surroundings with grace and blessings. Experience the art of lighting with this exquisite diya lamp and cherish the beauty it brings to your sacred moments. 10.5 Inch Embossed Kerala Chandarbalyam Brass Diya | Kerala Chandarbalyam Diya | Embossed Brass Diya | Traditional Kerala Diya | Brass Oil Lamp | Spiritual Brass Lamp | Pooja Diya | Kerala Temple Lamp | Indian Ritual Lamp | Chandarbalyam Design Diya | Brass Diya for Pooja | Temple Deepam"
10-5-inch-padmasana-ganpati-with-mavala-pagdi,"Item Name: 10.5 Inch Padmasana Ganpati With Mavala Pagdi Pose : Sitting Padmasna Pose Product Dimension: Height: 27.5 cm, Length: 18.5 cm and weight: 2 Kg Packaging Dimension & Weight: Height: 31.5cm,Length: 22 cm, Weight: 3 Kg Material: Our Alampata Eco Friendly Ganesha Idol are Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay. About the Product: With this gorgeous Ganesha, you can celebrate Ganesh Chaturthi in an environmentally responsible manner. This Ganesha statue, expertly constructed from biodegradable source material, will help you maintain the safety of the environment while adding style to your house or temple. Use this uncommon and unique item to make your celebration unforgettable and remarkable. 10.5 Inch Padmasana Ganpati | Mavala Pagdi Ganpati Idol | Eco-Friendly Ganesh Murti | Shadu Mati Ganpati | Natural Clay Ganpati Idol | Visarjan Safe Ganesh Idol | Ganpati Idol with Turban | Traditional Ganesh Idol | Eco Ganesh for Home |"
10-5-inch-pitambara-eco-friendly-ganesha-idol,"Item Name : 10.5 Inch Pitambara Eco-Friendly Ganesha Idol/Ganpati Murti. Pose : Padmasana Ganpati Pose Product Dimension & Weight: Height: 27 cm, Length: 19.5 cm, Weight: 2.16 Kg Packaging Dimension & Weight: Height:- 33 cm.Length:-19.5 cm , Weight: 3.122 Kg Material: Our Shuban Eco-Friendly Ganesha Idol are Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay.Hand-painted with Eco Friendly Non-Toxic Multi Colors. About the Product: With this gorgeous Ganesha, you can celebrate Ganesh Chaturthi in an environmentally responsible manner. This Ganesha statue, expertly constructed from biodegradable source material, will help you maintain the safety of the environment while adding style to your house or temple. Use this uncommon and unique item 10.6 Inch Pitambara Ganesha Idol | Eco-Friendly Ganesh Idol | Yellow Dhoti Ganpati Idol | Shadu Mati Ganpati | Visarjan Friendly Ganesha | Clay Ganesha Idol 2025 | Natural Ganesh Idol | Handmade Eco Ganpati |"
10-5-inch-sarvadevatman-ganpati-with-pagdi,"Item Name: 10.5 Inch Sarvadevatman Ganpati With Pagdi Pose : Sitting Sarvadevatman Pose Product Dimension: Height: 27 cm, Length: 18 cm and weight: 2 Kg Packaging Dimension & Weight: Height: 31.5cm,Length: 22 cm, Weight: 3 Kg Material: Our Alampata Eco Friendly Ganesha Idol are Made of 100% Bio-degradable Eco Friendly Mud/Mitti. Sadhu Matti Clay. About the Product: With this gorgeous Ganesha, you can celebrate Ganesh Chaturthi in an environmentally responsible manner. This Ganesha statue, expertly constructed from biodegradable source material, will help you maintain the safety of the environment while adding style to your house or temple. Use this uncommon and unique item to make your celebration unforgettable and remarkable. Sarvadevatman Ganesha Idol | Eco-Friendly Ganpati with Pagdi | 10.6 Inch Clay Ganesh Murti | Shadu Mati Ganpati | Biodegradable Ganpati Idol | Natural Clay Ganesha | Pagdi Wale Ganesh Idol | Sustainable Ganesh Idol |"
10-5-inch-small-brass-kerala-diya-akp-nilavilakku-deepam,"Item Name: Beautiful Brass Kerala Diya or Inauguration Lamp. Material: Made of High Quality Of Brass Material Dimensions: Height: (27 cm-27.5cm), Length; 9.8 cm, Weight: 580-585 Grams Uses: Gifts for all Occasions. Festival Diwali Decoration, Mandir, Temple, Statue Housewarming New Home/ House Inauguration, Kirtan, Diwali Deepawali Poojan Pujan. Indian Gifts items, Navratri Decoration,hindu wedding, housewarming return Gifts , corporate gift, mother’s day gift, Diya metal Diya oil lamp, Pooja article Puja samagari. About Product: The 11 Inch Small Brass Kerala Diya – AKP NilaVilakku Deepam embodies traditional craftsmanship and spiritual elegance. Expertly handcrafted from virgin quality brass, this diya is designed to bring a sacred glow to your home, pooja room, or festive events. Its 11-inch stature adds a graceful height while maintaining a compact footprint for versatile use. Radiating divine light and cultural beauty, this diya is perfect for religious ceremonies, home décor, or as a meaningful gift. Strong, durable, and timeless in design, it reflects prosperity, devotion, and the essence of Indian tradition. 11 Inch Small Brass Kerala Diya | AKP NilaVilakku Deepam | Brass Kerala Diya | Traditional Brass Deepam | Small Brass Pooja Diya | Kerala Temple Lamp | Handcrafted Brass Diya | Indian Ritual Oil Lamp | Spiritual Brass Diya | Home Decor Diya | Compact Brass Diya | Brass Pooja Lamp"
10-6-inch-beautifully-designed-wall-hanging-diya,"Item Name: 10.6 Inch Beautifully Designed Wall Hanging Diya Material: This Hanging Diya is made from high-quality brass. Size: Height: 27 cm, Length: 8 cm, Width: 11 cm Weight: 810 Gram About Products: Decorate your home with Satvik's New Hanging Diya. This Hanging Designer Diya not only makes your house light up but it will add a statement to your style, which leaves your guests awestruck. It is made from Virgin Quality Brass for long-lasting use. Handmade product from the Artisanship of India's Craftsman with Using Modern Style. Brass Wall Hanging Diya | Decorative Wall Diya | Brass Diya Wall Decor | Brass Wall Hanging Diya for Decor | Handmade Brass Wall Hanging | Antique Finish Diya Wall Hanging | Exclusive Brass Wall Hanging Diya |"
10-6-inch-brass-elephant-tealight-holder-with-bell-home-pooja-decor,"Product Name : 10.6 Inch Brass Elephant Tealight Holder with Bell - Home & Pooja Décor Material: This Tea Light is made from Pure Brass Virgin Material. Size/Dimension : Height: 27cm, Length: 21cm Weight: 3605 Grams (Each) About the Product: Add a divine glow to your space with this beautifully handcrafted Brass Elephant Tealight Holder featuring an upward trunk and a hanging bell. Designed with intricate detailing and a built-in candle slot, this charming piece serves both as a spiritual diya and a decorative lantern . Perfect for Diwali, puja rituals, or festive decorations , the elephant symbolizes strength, wisdom, and prosperity. When lit, it casts a warm and serene light, making it ideal for your home temple, meditation space , or as a meaningful gift for loved ones . Brass Elephant Tealight Holder | Brass Tealight Holder with Bell | Premium Brass Tealight Holder | Temple Decor Brass Tealight | Antique Brass Elephant Tealight Holder | Festive Decor Tealight Holder |"
10-6-inch-brass-hanuman-idol-protector-of-courage-and-faith,"About the Product: 10.6 Inch Brass Hanuman Idol – Protector of Courage and Faith Material: The Hanuman Idol is made from Pure Brass Virgin Material. Size/Dimension : Height: 27 cm, Length: 16 cm. Weight: 4910 grams About Product: The ""10.6 Inch Brass Hanuman Idol – Protector of Courage and Faith"" is a stunningly detailed representation of Lord Hanuman, the embodiment of strength, devotion, and unwavering courage. Crafted from high-quality brass, this idol stands at 10.6 inches tall, showcasing intricate artistry that highlights Hanuman's powerful posture, muscular frame, and serene expression. Known for his ability to overcome obstacles, this statue serves as a reminder of Hanuman's divine protection and his role in boosting courage and faith. Puja Room Decor | Brass Gift Item for Housewarming | Premium Brass Idols for Sale | Handmade Brass Hanuman Idol | Antique Finish Hanuman Statue | Exclusive Brass Sitting Hanuman Idol | Brass Idol | Hanuman Idol for Home Temple | Bajranbali Brass Statue |"
